Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Poradie na hlasovacom lístku,Meno,Priezvisko,Poèet platnıch hlasov,Podiel platnıch hlasov z platnıch hlasov pre všetkıch kandidátov v %,"Poèet platnıch hlasov v mestách a mestskıch èastiach","Podiel platnıch hlasov v mestách a mestskıch èastiach v %","Poèet platnıch hlasov v obciach","Podiel platnıch hlasov v obciach v %",Kandidát
8,Košickı kraj,805,Spišská Nová Ves,4,Štefan,Harabin, 6 637,16.22, 3 288,16.34, 3 349,16.10,
8,Košickı kraj,805,Spišská Nová Ves,5,Eduard,Chmelár,  962,2.35,  529,2.62,  433,2.08,
8,Košickı kraj,805,Spišská Nová Ves,6,Marian,Kotleba, 6 339,15.49, 2 611,12.97, 3 728,17.92,
8,Košickı kraj,805,Spišská Nová Ves,7,Milan,Krajniak, 1 750,4.27,  816,4.05,  934,4.49,
8,Košickı kraj,805,Spišská Nová Ves,8,József,Menyhárt,  11,0.02,  2,0.00,  9,0.04,X
8,Košickı kraj,805,Spišská Nová Ves,9,František,Mikloško, 2 934,7.17, 1 231,6.11, 1 703,8.18,
8,Košickı kraj,805,Spišská Nová Ves,10,Robert,Mistrík,  69,0.16,  37,0.18,  32,0.15,X
8,Košickı kraj,805,Spišská Nová Ves,11,Maroš,Šefèoviè, 8 060,19.70, 4 000,19.88, 4 060,19.52,
8,Košickı kraj,805,Spišská Nová Ves,12,Róbert,Švec,  137,0.33,  60,0.29,  77,0.37,
8,Košickı kraj,805,Spišská Nová Ves,13,Bohumila,Tauchmannová,  46,0.11,  19,0.09,  27,0.12,
8,Košickı kraj,805,Spišská Nová Ves,14,Juraj,Zábojník,  94,0.22,  43,0.21,  51,0.24,
8,Košickı kraj,805,Spišská Nová Ves,15,Ivan,Zuzula,  102,0.24,  47,0.23,  55,0.26,
8,Košickı kraj,806,Trebišov,1,Béla,Bugár, 2 728,10.03,  798,7.17, 1 930,12.02,
8,Košickı kraj,806,Trebišov,2,Zuzana,Èaputová, 8 294,30.51, 3 620,32.52, 4 674,29.12,
8,Košickı kraj,806,Trebišov,3,Martin,Daòo,  181,0.66,  70,0.62,  111,0.69,
8,Košickı kraj,806,Trebišov,4,Štefan,Harabin, 3 914,14.40, 1 745,15.67, 2 169,13.51,
8,Košickı kraj,806,Trebišov,5,Eduard,Chmelár,  471,1.73,  244,2.19,  227,1.41,
8,Košickı kraj,806,Trebišov,6,Marian,Kotleba, 2 990,11.00, 1 202,10.80, 1 788,11.14,
8,Košickı kraj,806,Trebišov,7,Milan,Krajniak, 1 260,4.63,  484,4.34,  776,4.83,
8,Košickı kraj,806,Trebišov,8,József,Menyhárt,  60,0.22,  8,0.07,  52,0.32,X
8,Košickı kraj,806,Trebišov,9,František,Mikloško, 1 391,5.11,  574,5.15,  817,5.09,
8,Košickı kraj,806,Trebišov,10,Robert,Mistrík,  35,0.12,  8,0.07,  27,0.16,X
8,Košickı kraj,806,Trebišov,11,Maroš,Šefèoviè, 5 609,20.63, 2 298,20.64, 3 311,20.63,
8,Košickı kraj,806,Trebišov,12,Róbert,Švec,  59,0.21,  27,0.24,  32,0.19,
8,Košickı kraj,806,Trebišov,13,Bohumila,Tauchmannová,  39,0.14,  13,0.11,  26,0.16,
8,Košickı kraj,806,Trebišov,14,Juraj,Zábojník,  92,0.33,  25,0.22,  67,0.41,
8,Košickı kraj,806,Trebišov,15,Ivan,Zuzula,  54,0.19,  13,0.11,  41,0.25,
