Kód kraja,Názov kraja,Kód územného obvodu,Názov územného obvodu,Kód okresu,Názov okresu,Kód obce,Názov obce,Poèet okrskov 
4,Nitriansky kraj,402,Levice,402,Levice,502669,Podluany,  1
4,Nitriansky kraj,402,Levice,402,Levice,502677,Pohronskı Ruskov,  1
4,Nitriansky kraj,402,Levice,402,Levice,502693,Pukanec,  2
4,Nitriansky kraj,402,Levice,402,Levice,502707,Rybník,  1
4,Nitriansky kraj,402,Levice,402,Levice,502715,Santovka,  2
4,Nitriansky kraj,402,Levice,402,Levice,502723,Sazdice,  1
4,Nitriansky kraj,402,Levice,402,Levice,502731,Sikenica,  1
4,Nitriansky kraj,402,Levice,402,Levice,502740,Slatina,  1
4,Nitriansky kraj,402,Levice,402,Levice,502758,Starı Hrádok,  1
4,Nitriansky kraj,402,Levice,402,Levice,502766,Starı Tekov,  1
4,Nitriansky kraj,402,Levice,402,Levice,502782,Šahy,  8
4,Nitriansky kraj,402,Levice,402,Levice,502791,Šalov,  1
4,Nitriansky kraj,402,Levice,402,Levice,502804,Šarovce,  1
4,Nitriansky kraj,402,Levice,402,Levice,502812,Tehla,  1
4,Nitriansky kraj,402,Levice,402,Levice,502821,Tekovské Luany,  3
4,Nitriansky kraj,402,Levice,402,Levice,502847,Tekovskı Hrádok,  1
4,Nitriansky kraj,402,Levice,402,Levice,502863,Tlmaèe,  4
4,Nitriansky kraj,402,Levice,402,Levice,502871,Tupá,  1
4,Nitriansky kraj,402,Levice,402,Levice,502880,Turá,  1
4,Nitriansky kraj,402,Levice,402,Levice,502898,Uhliská,  1
4,Nitriansky kraj,402,Levice,402,Levice,581160,Ve¾ké Kozmálovce,  1
4,Nitriansky kraj,402,Levice,402,Levice,502910,Ve¾ké Ludince,  1
4,Nitriansky kraj,402,Levice,402,Levice,502928,Ve¾ké Turovce,  1
4,Nitriansky kraj,402,Levice,402,Levice,502936,Ve¾kı Ïur,  2
4,Nitriansky kraj,402,Levice,402,Levice,502944,Vyškovce nad Ip¾om,  1
4,Nitriansky kraj,402,Levice,402,Levice,502952,Vyšné nad Hronom,  1
4,Nitriansky kraj,402,Levice,402,Levice,502961,Zalaba,  1
4,Nitriansky kraj,402,Levice,402,Levice,502979,Zbrojníky,  1
4,Nitriansky kraj,402,Levice,402,Levice,502987,eliezovce,  8
4,Nitriansky kraj,402,Levice,402,Levice,502995,emberovce,  1
4,Nitriansky kraj,402,Levice,402,Levice,503002,emliare,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500020,Alekšince,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500046,Báb,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,581623,Babindol,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,582697,Bádice,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500071,Branè,  2
4,Nitriansky kraj,403,Nitra,403,Nitra,545589,Cabaj - Èápor,  4
4,Nitriansky kraj,403,Nitra,403,Nitra,582387,Èab,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500101,Èakajovce,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,555886,Èechynce,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500135,Èe¾adice,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500160,Èifáre,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,582425,Dolné Lefantovce,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500194,Dolné Obdokovce,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500232,Golianovo,  2
4,Nitriansky kraj,403,Nitra,403,Nitra,545635,Horné Lefantovce,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,555959,Hosová,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500313,Hruboòovo,  2
4,Nitriansky kraj,403,Nitra,403,Nitra,558320,Ivanka pri Nitre,  3
4,Nitriansky kraj,403,Nitra,403,Nitra,500356,Jarok,  2
4,Nitriansky kraj,403,Nitra,403,Nitra,500372,Jelenec,  2
4,Nitriansky kraj,403,Nitra,403,Nitra,500381,Jelšovce,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500399,Kapince,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500402,Klasov,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500411,Kolíòany,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500453,Lehota,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500470,Lúènica nad itavou,  2
4,Nitriansky kraj,403,Nitra,403,Nitra,581097,¼udovítová,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500488,Lukáèovce,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,580899,Luianky,  2
4,Nitriansky kraj,403,Nitra,403,Nitra,556785,Malé Chyndice,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500534,Malé Záluie,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,555908,Malı Cetín,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,555851,Malı Lapáš,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500569,Melek,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500577,Mojmírovce,  3
4,Nitriansky kraj,403,Nitra,403,Nitra,500011,Nitra,  71
4,Nitriansky kraj,403,Nitra,403,Nitra,556696,Nitrianske Hrnèiarovce,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500631,Nová Ves nad itavou,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500640,Nové Sady,  2
4,Nitriansky kraj,403,Nitra,403,Nitra,500666,Paòa,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500674,Podhorany,  2
4,Nitriansky kraj,403,Nitra,403,Nitra,500682,Pohranice,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500691,Po¾nı Kesov,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500704,Rišòovce,  2
4,Nitriansky kraj,403,Nitra,403,Nitra,500712,Rumanová,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,555991,Svätoplukovo,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,581691,Štefanovièová,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,582719,Štitáre,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500780,Šurianky,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500798,Tajná,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,555967,Telince,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500844,Ve¾ká Dolina,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500518,Ve¾ké Chyndice,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500887,Ve¾ké Záluie,  3
4,Nitriansky kraj,403,Nitra,403,Nitra,500895,Ve¾kı Cetín,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,555860,Ve¾kı Lapáš,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500917,Vinodol,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,500933,Vráble,  9
4,Nitriansky kraj,403,Nitra,403,Nitra,500941,Vıèapy - Opatovce,  2
4,Nitriansky kraj,403,Nitra,403,Nitra,500950,Zbehy,  2
4,Nitriansky kraj,403,Nitra,403,Nitra,500992,irany,  1
4,Nitriansky kraj,403,Nitra,403,Nitra,501018,itavce,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500062,Beladice,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500127,Èaradice,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,555916,Èervenı Hrádok,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500151,Èierne K¾aèany,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500283,Hostie,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500305,Hosovce,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500321,Choèa,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500364,Jed¾ové Kosto¾any,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500429,Kosto¾any pod Tribeèom,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500437,Ladice,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500461,Lovce,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500500,Machulince,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,555924,Malé Vozokany,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500542,Mankovce,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500551,Martin nad itavou,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500585,Nemèiòany,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500593,Neverice,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500607,Nevidzany,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500658,Obyce,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500721,Skıcov,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500747,S¾aany,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500755,Slepèany,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,517305,Tekovské Nemce,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500810,Tesárske Mlyòany,  2
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500828,Topo¾èianky,  2
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500836,Velèice,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,555932,Ve¾ké Vozokany,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500909,Vieska nad itavou,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500925,Volkovce,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500968,Zlaté Moravce,  11
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500976,Zlatno,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500984,ikava,  1
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,582816,itavany,  2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503029,Andovce,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503037,Bajtava,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503045,Bánov,  3
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503053,Bardoòovo,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503061,Belá,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503070,Bešeòov,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503088,Bíòa,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503096,Branovo,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503100,Bruty,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503118,Èechy,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503126,Èerník,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503134,Dedinka,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503151,Dolnı Ohaj,  2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503169,Dubník,  2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503177,Dvory nad itavou,  4
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503185,Gbelce,  2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503193,Hul,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503207,Ch¾aba,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503215,Jasová,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503223,Jatov,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503231,Kamenica nad Hronom,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503240,Kamenín,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503258,Kamennı Most,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503266,Kmeovo,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503274,Kolta,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503282,Komjatice,  3
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503291,Komoèa,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503312,Le¾a,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503321,Lipová,  2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503339,¼ubá,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503347,Malá nad Hronom,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503355,Malé Kosihy,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503363,Maòa,  3
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503371,Michal nad itavou,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503398,Mojzesovo,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503401,Mula,  2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,556092,Nána,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503436,Nová Vieska,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503011,Nové Zámky,  37
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,582361,Obid,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503452,Palárikovo,  3
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,556033,Pavlová,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503479,Podhájska,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503487,Pozba,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503495,Radava,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503509,Rastislavice,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503517,Rúbaò,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503525,Salka,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503533,Semerovo,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503541,Sikenièka,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503550,Strekov,  2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503568,Svodín,  2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503576,Šarkan,  2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503584,Štúrovo,  10
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503592,Šurany,  10
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503606,Trávnica,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503614,Tvrdošovce,  4
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,556050,Ú¾any nad itavou,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503631,Ve¾ké Lovce,  2
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503380,Ve¾kı Kır,  3
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,556025,Vlkas,  1
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503649,Zemné,  2
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,503711,Diakovce,  2
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,503720,Dlhá nad Váhom,  1
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,500241,Hájske,  1
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,555878,Horná Krá¾ová,  2
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,503886,Krá¾ová nad Váhom,  1
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,500739,Moèenok,  3
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,503932,Neded,  3
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,503991,Selice,  2
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,504025,Ša¾a,  18
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,504068,Tešedíkovo,  3
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,504092,Trnovec nad Váhom,  3
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,504165,Vlèany,  3
4,Nitriansky kraj,405,Ša¾a,405,Ša¾a,504190,ihárec,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,556220,Ardanovce,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,542661,Belince,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,542695,Biskupová,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,542709,Blesovce,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,542717,Bojná,  2
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,556297,Èe¾adince,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,542792,Èermany,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,556262,Dvorany nad Nitrou,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,542881,Hajná Nová Ves,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,556351,Horné Chlebany,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,542938,Horné Obdokovce,  2
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,542954,Horné Štitáre,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,542971,Hrušovany,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,556165,Chrabrany,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,556157,Jacovce,  2
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,543039,Kamanová,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,543063,Koniarovce,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,543071,Kovarce,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,543101,Krnèa,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,543110,Krtovce,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,556149,Krušovce,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,581704,Kuzmice,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505021,Lipovník,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505048,Ludanice,  2
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505064,Luany,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505137,Malé Ripòany,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,581305,Nemèice,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505226,Nemeèky,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505234,Nitrianska Blatnica,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505242,Nitrianska Streda,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505251,Norovce,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505285,Oponice,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,556211,Orešany,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505340,Podhradie,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505374,Prašice,  2
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,581658,Práznovce,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505404,Prese¾any,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505421,Radošina,  3
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505439,Rajèany,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505498,Solèany,  2
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,556327,Solèianky,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505510,Súlovce,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,556238,Svrbice,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505536,Šalgovce,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505561,Tesáre,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,504998,Topo¾èany,  25
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,580457,Tovarníky,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505617,Tvrdomestice,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505641,Urmince,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505676,Ve¾ké Dvorany,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505714,Ve¾ké Ripòany,  3
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505749,Velušovce,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505757,Vozokany,  1
4,Nitriansky kraj,406,Topo¾èany,406,Topo¾èany,505773,Závada,  1
5,ilinskı kraj,501,Èadca,502,Èadca,509132,Èadca,  17
5,ilinskı kraj,501,Èadca,502,Èadca,509159,Èierne,  3
5,ilinskı kraj,501,Èadca,502,Èadca,509167,Dlhá nad Kysucou,  1
5,ilinskı kraj,501,Èadca,502,Èadca,509183,Dunajov,  1
5,ilinskı kraj,501,Èadca,502,Èadca,509213,Klokoèov,  3
5,ilinskı kraj,501,Èadca,502,Èadca,509221,Klubina,  1
5,ilinskı kraj,501,Èadca,502,Èadca,509230,Koròa,  3
5,ilinskı kraj,501,Èadca,502,Èadca,509248,Krásno nad Kysucou,  6
5,ilinskı kraj,501,Èadca,502,Èadca,509299,Makov,  2
5,ilinskı kraj,501,Èadca,502,Èadca,509311,Nová Bystrica,  2
5,ilinskı kraj,501,Èadca,502,Èadca,509337,Olešná,  2
5,ilinskı kraj,501,Èadca,502,Èadca,509345,Ošèadnica,  6
5,ilinskı kraj,501,Èadca,502,Èadca,509361,Podvysoká,  1
5,ilinskı kraj,501,Èadca,502,Èadca,509396,Radôstka,  1
5,ilinskı kraj,501,Èadca,502,Èadca,509400,Raková,  4
5,ilinskı kraj,501,Èadca,502,Èadca,509451,Skalité,  4
5,ilinskı kraj,501,Èadca,502,Èadca,509477,Stará Bystrica,  2
5,ilinskı kraj,501,Èadca,502,Èadca,509485,Staškov,  2
5,ilinskı kraj,501,Èadca,502,Èadca,509493,Svrèinovec,  3
5,ilinskı kraj,501,Èadca,502,Èadca,509507,Turzovka,  6
5,ilinskı kraj,501,Èadca,502,Èadca,509515,Vysoká nad Kysucou,  3
5,ilinskı kraj,501,Èadca,502,Èadca,509523,Zákopèie,  2
5,ilinskı kraj,501,Èadca,502,Èadca,509531,Zborov nad Bystricou,  2
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,580813,Bziny,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,509639,Dlhá nad Oravou,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,509540,Dolnı Kubín,  16
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,509671,Horná Lehota,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,509698,Chlebnice,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,509701,Istebné,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,509710,Jasenová,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,509744,Kra¾ovany,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,509761,Krivá,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,509787,Leštiny,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,509825,Malatiná,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,509833,Medzibrodie nad Oravou,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,509922,Oravská Poruba,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,509957,Oravskı Podzámok,  2
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,509965,Osádka,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,509973,Párnica,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,509990,Pokryváè,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,510009,Pribiš,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,510017,Pucov,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,510041,Sedliacka Dubová,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,510165,Velièná,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,510181,Vyšnı Kubín,  1
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,510211,Zázrivá,  2
5,ilinskı kraj,502,Dolnı Kubín,503,Dolnı Kubín,510254,aškov,  1
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,510271,Beòadiková,  1
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,510319,Bobrovèek,  1
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,510327,Bobrovec,  2
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,510335,Bobrovník,  1
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,510351,Bukovina,  1
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,510386,Demänovská Dolina,  1
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,510408,Dúbrava,  1
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,510416,Galovany,  1
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,510424,Gôtovany,  1
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,510459,Huty,  1
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,510467,Hybe,  1
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,556807,Iipovce,  1
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,510505,Jakubovany,  1
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,510513,Jalovec,  1
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,510521,Jamník,  1
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,507393,Konská,  1
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,510564,Krá¾ova Lehota,  1
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,510572,Kvaèany,  1
5,ilinskı kraj,503,Liptovskı Mikuláš,505,Liptovskı Mikuláš,510581,Lazisko,  1
